"filename"	"classification"	"typology"
"vicav_profile_tlemcen.xml"	""	"West (Maghreb) › Algeria › Western dialects"
"vicav_profile_darfur.xml"	""	"East (Mashreq) > Egypt-Sudan > Sudan > Western Group"
"vicav_profile_LBN-KAB.xml"	""	""
"vicav_profile_ISR-TAB.xml"	""	""
"vicav_profile_EGY-GRG.xml"	""	""
"vicav_profile_SAU-AHM.xml"	""	""
"vicav_profile_akkon.xml"	""	"East (Mashreq) › Levant › Palestine › Galilee"
"vicav_profile_JOR-RWL.xml"	""	""
"vicav_profile_JOR-BDL.xml"	""	""
"vicav_profile_jisr-azZarqa.xml"	""	""
"vicav_profile_TUR-TIL.xml"	""	""
"vicav_profile_mazouna.xml"	""	"West (Maghreb) › Algeria › Western dialects"
"vicav_profile_SAU-ALM.xml"	""	""
"vicav_profile_JOR-KRK.xml"	""	""
"vicav_profile_YEM-MTR.xml"	""	""
"vicav_profile_adana.xml"	""	"East (Mashreq) › Levant › Turkey › Cilicia (Çukurova)"
"vicav_profile_MAR-CHA.xml"	""	""
"vicav_profile_JOR-HWT.xml"	""	""
"vicav_profile_mharde.xml"	""	"East (Mashreq) › Levant › Syria › Coast"
"vicav_profile_SAU-ASR.xml"	""	""
"vicav_profile_TUN-TKR.xml"	""	""
"vicav_profile_DZA-CHR.xml"	""	""
"vicav_profile_EGY-AGL.xml"	""	""
"vicav_profile_qameshli.xml"	""	""
"vicav_profile_cherchell.xml"	""	"West (Maghreb) › Algeria › Northern dialects"
"vicav_profile_jerusalem.xml"	""	"East (Mashreq) > Levante> Palestine > Central Palestine"
"vicav_profile_YEM-MAD.xml"	""	""
"vicav_profile_SYR-OMR.xml"	""	""
"vicav_profile_YEM-ISM.xml"	""	""
"vicav_profile_iksal.xml"	""	"East (Mashreq)>Levant>Galilee"
"vicav_profile_ITA-MDV.xml"	""	""
"vicav_profile_EGY-SMN.xml"	""	""
"vicav_profile_ISR-SA3.xml"	""	""
"vicav_profile_SYR-HAU.xml"	""	""
"vicav_profile_QTR-DHA.xml"	""	""
"vicav_profile_JOR-NMT.xml"	""	""
"vicav_profile_palmyra.xml"	""	"East (Mashreq) › Levant › Syria › Oases and Steppe Dialects"
"vicav_profile_SAU-MTR.xml"	""	""
"vicav_profile_MAR-MRK.xml"	""	""
"vicav_profile_ISR-MAZ.xml"	""	""
"vicav_profile_benghazi.xml"	""	""
"vicav_profile_EGY-DBR.xml"	""	""
"vicav_profile_SDN-OMD.xml"	""	""
"vicav_profile_SYR-ALJ.xml"	""	""
"vicav_profile_TUN-DJI.xml"	""	""
"vicav_profile_SAU-QRN.xml"	""	""
"vicav_profile_TCD-ODY.xml"	""	""
"vicav_profile_taizz.xml"	""	""
"vicav_profile_ghazaouet.xml"	""	"West (Maghreb) › Algeria › Western dialects"
"vicav_profile_larache.xml"	""	"West (Maghreb) › Morocco › Northern type"
"vicav_profile_IRQ-CBD.xml"	""	""
"vicav_profile_hasankeyf.xml"	""	""
"vicav_profile_OMN-HJR.xml"	""	""
"vicav_profile_JOR-SDY.xml"	""	""
"vicav_profile_nablus.xml"	""	""
"vicav_profile_tozeur.xml"	""	""
"vicav_profile_TUR-IDI.xml"	""	""
"vicav_profile_skoura.xml"	""	"West (Maghreb) › Morocco › Central type"
"vicav_profile_LBY-KMS.xml"	""	""
"vicav_profile_JOR-ABD.xml"	""	""
"vicav_profile_anjra.xml"	""	"West (Maghreb) › Morocco › Northern type"
"vicav_profile_EGY-HYW.xml"	""	""
"vicav_profile_amman.xml"	""	"East (Mashreq)&gt;Levant&gt;Jordan&gt;North"
"vicav_profile_SAU-HFF.xml"	""	""
"vicav_profile_haifa.xml"	""	"East (Mashreq) › Levant › Palestine › Galilee"
"vicav_profile_TUN-CHB.xml"	""	""
"vicav_profile_LBN-ZAH.xml"	""	""
"vicav_profile_LBN-MSX.xml"	""	""
"vicav_profile_SAU-ABH.xml"	""	""
"vicav_profile_bethlehem.xml"	""	"East (Mashreq)> Levant>Palestine>Central Palestine"
"vicav_profile_EGY-GRR.xml"	""	""
"vicav_profile_ISR-TUR.xml"	""	""
"vicav_profile_zahle.xml"	""	"East (Mashreq) > Levant > Lebanon > Beqaa"
"vicav_profile_SAU-BSR.xml"	""	""
"vicav_profile_EGY-HWT.xml"	""	""
"vicav_profile_abha.xml"	""	""
"vicav_profile_TUN-TNS.xml"	""	""
"vicav_profile_LBN-ATI.xml"	""	""
"vicav_profile_tiberias.xml"	""	""
"vicav_profile_MAR-HYN.xml"	""	""
"vicav_profile_TCD-ULR.xml"	""	""
"vicav_profile_TUN-MNB.xml"	""	""
"vicav_profile_tunis.xml"	""	""
"vicav_profile_TCD-BBL.xml"	""	""
"vicav_profile_constantine.xml"	""	"West (Maghreb) › Algeria › Eastern dialects"
"vicav_profile_LBN-TRI.xml"	""	""
"vicav_profile_EGY-SLH.xml"	""	""
"vicav_profile_SYR-HDD.xml"	""	""
"vicav_profile_al_qatif.xml"	""	"East (Mashriq) › Arabia › Gulf"
"vicav_profile_TUN-KNH3.xml"	""	""
"vicav_profile_TUN-NFW.xml"	""	""
"vicav_profile_MAR-FES.xml"	""	""
"vicav_profile_ISR-HAI.xml"	""	""
"vicav_profile_SDN-BKD.xml"	""	""
"vicav_profile_ERI-DHL.xml"	""	""
"vicav_profile_cairo.xml"	""	""
"vicav_profile_TCD-ULE.xml"	""	""
"vicav_profile_SAU-NJD.xml"	""	""
"vicav_profile_TUN-DJM.xml"	""	""
"vicav_profile_siwa.xml"	""	""
"vicav_profile_SAU-QSM.xml"	""	""
"vicav_profile_SAU-QHB.xml"	""	""
"vicav_profile_yemenjewisharabic.xml"	""	"East (Mashreq) > Arabia > Yemen"
"vicav_profile_ISR-KAB.xml"	""	""
"vicav_profile_LBN-AKK.xml"	""	""
"vicav_profile_manakha.xml"	""	"East (Mashreq) > Arabia > Yemen > Western Mountains"
"vicav_profile_MRT-HSS.xml"	""	""
"vicav_profile_TUN-DJJ.xml"	""	""
"vicav_profile_TUN-KNH2.xml"	""	""
"vicav_profile_SAU-DHF.xml"	""	""
"vicav_profile_mardin.xml"	""	"East (Mashreq) › Mesopotamia › Anatolia › Mardin group"
"vicav_profile_SAU-GHA.xml"	""	""
"vicav_profile_DZA-SDA.xml"	""	""
"vicav_profile_OMN-KHB.xml"	""	""
"vicav_profile_SAU-RWA.xml"	""	""
"vicav_profile_SYR-KDT.xml"	""	""
"vicav_profile_MAR-CDM.xml"	""	""
"vicav_profile_LBY-JBL.xml"	""	""
"vicav_profile_EGY-RML.xml"	""	""
"vicav_profile_DZA-ALR.xml"	""	""
